,source_article,updated_label
261,"Pamela never lies. She told me herself, so it must be true.",circular reasoning
262,"If we let our child out of his room, eventually he will want to leave the house, and will end up on the street. If he is walking around on the street then he will be snatched up by a stranger and sold into slavery in a remote region on the World.",faulty generalization
263,My mom says that most tourist from France are rude. She had to wait on one the other day and the lady threw her pancakes on the ground because they were not big enough.,faulty generalization
264,"I know you don't like the kitty-cat  sweater that Grandma knitted for you, but she worked so hard on it and it will make her happy to see you wear it in the family holiday photo.",appeal to emotion
265,"Meaning and value is subjective, so we cannot justify the killings of people simply because the killer thought the victim's life had no meaning or value.
Life and body must be inherent properties only the owner can make decisions about for society to exist.",false causality
266,"""Chick-Fil-A is the greatest food chain in existence. Look at the crowds!""",ad populum
267,"""The academic decathlon, Mr. Iglesias? That's a rich kid thing.""",false dilemma
268,"No one has ever been able to prove that extraterrestrials do not exist, so they must be real.",intentional
269,"If I went to the mall a polled 3 people, those opinions would not represent the opinions of the city population.",faulty generalization
270,George Bush is a good communicator because he speaks effectively.,circular reasoning
271,"Student: Hey, Professor Moore, we shouldn't have to read this book by Freud. Everyone knows he used cocaine.",ad hominem
272,My opponent suggests that lowering taxes will be a good idea -- this is coming from a woman who eats a pint of Ben and Jerry’s each night!,ad hominem
273,The hype is justified because it greatly simplifies developers' work.,slothful induction
274,"The definition of gender itself is 'the state of being male or female' not the state of being one of the '58 genders', therefore we only have two options for genders, male and female. Since gender is decided at birth because of our biological sex, a man cannot be a woman and vice versa.",fallacy of red herring
275,You can’t give me a C. I’ll lose my scholarship.,appeal to emotion
276,"If you don't go to camp, you won't have fun this summer, and your whole summer will be ruined!",faulty generalization
277,"Not believing in the literal resurrection of Jesus because the Bible has errors and contradictions, is like denying that the Titanic sank because eye-witnesses did not agree if the ship broke in half before or after it sank.",fallacy of logic
278,Incorrectly thinking that one thing leads to another,false causality
279,"Jordan: Dad, why do I have to spend my summer at Jesus camp?
Dad: Because if you don’t, you will spend your entire summer in your room with nothing but your Bible!
",appeal to emotion
280,"""Andrea Starkk has written several books arguing that the media harms women when it comes to body image. But Starkk is an ugly, bitter person, so you shouldn't listen to her.""",ad hominem
281,Cell phones stop students from concentrating in class because they are distracting.,circular reasoning
282,very time Joe goes swimming he is wearing his Speedos. Something about wearing that Speedo must make him want to go swimming.,false causality
283,"If I have cable, then I have seen a naked lady.
I don’t have cable.
Therefore, I have never seen a naked lady.",fallacy of logic
284,"Our country is certainly in terrible shape.  Sure, we still have all kinds of freedoms, cultural diversity, emergency rooms and trauma care, agencies like the FDA out to protect us, the entertainment industry, a free market, national parks, we are considered the most powerful nation in the world, have amazing opportunities, and free public education, but still...",faulty generalization
