index,text,label
252,"""Some tall people recently vandalized the park, tall people are irresponsible.""",faulty generalization
253,"Your mom gets your phone bill, and you have gone over the limit. You begin talking to her about how hard your math class is and how well you did on a test today.",fallacy of red herring
254,"That misogyny is a big problem, doesn't mean it compose the vast majority of sexism, and that misandry isn't equally big.",circular reasoning
255,"Don't let your cousin borrow $10.00. Next, he's going to be borrowing money from you every day.",faulty generalization
256,"Natural=/= right or wrong
 Rape is natural but wrong
 Adopting a child is unnatural but right",fallacy of red herring
257,You might just be racist,prejudicial language
258,Caroline says that she is going to have lunch with the new girl. Jenna says that she can't believe that Caroline is ditching her old friends for the new girl.,fallacy of extension
259,"I heard that the Catholic Church was involved in a sex scandal cover-up. Therefore, my 102-year-old Catholic neighbor, who frequently attends Church, is guilty as well!",faulty generalization
260,Saying that men don't ever ask for directions,faulty generalization
261,"According to the dictionary, gender is synonymous with sex. Sex is not a social construct.",circular reasoning
262,"THE VIDEO IS NOT WORTH WATCHING
 2 minutes saying ""god is real because evolution is not #intelligent design""
 and comments are deaktivated",ad hominem
263,"Ed is the *default* text editor, making this argument pointless. /s",fallacy of red herring
264,Bush is the grand-son of Aleister Crowley,fallacy of red herring
265,Of course Marx' theories about the ideal society are bunk. The guy spent all his time in the library.,ad hominem
266,Discoveries from Archimedes should be dismissed because he made them in a bathtub and not a proper university laboratory.,ad hominem
267,"But professor, I got all these facts from a program I saw on TV once... I don't remember the name of it though.",equivocation
268,Arguing based on whether something is popular,ad populum
269,"Morris: Oh youthful spirit, you have so much to learn. I know for a fact that there are multiple dimensions that beings occupy.
 Clifton: How can you possibly *know* that for a fact?
 Morris: (raises one eyebrow, stares deeply into the eyes of Clifton and says nothing)
 Clifton: Wow. You convinced me!",fallacy of red herring
270,"The Supreme Court has just flinched from its responsibility to stop the unjust jailing of two journalists""•not charged with any wrongdoing""•by a runaway prosecutor who will go to any lengths to use the government's contempt power to force them to betray their confidential sources.",appeal to emotion
271,"Although we have proven that the moon is not made of short ribs, we have not proven that its core cannot be filled with them; therefore, the moon's core is filled with short ribs.",intentional
272,"Speaker 1: I think we should have an expanded social safety net for the poor in our country.
 Speaker 2: So, you think we should just throw money at lazy people who don't want to work and think they are entitled to be kept up by other people, right?",fallacy of extension
273,"If the same logic is repeated, you would have to kill the three people you saved too. If you keep doing this, you will kill everyone on Earth. Therefore, the best solution is suicide.",fallacy of slippery slope
