text,label,splitted
"A rainbow appeared in the sky the day before basketball tryouts, and I made the team! If there's a rainbow when I try out in the spring, I'm sure I'll make the team again.",false causality,"A rainbow appeared in the sky the day before basketball tryouts, and I made the team![SEP]If there's a rainbow when I try out in the spring, I'm sure I'll make the team again."
"The government is convinced that it was a bomb that brought down the aircraft. “Our countrymen believe it was a bomb,” said the president. “A survey done a few days after the crash indicates that almost seventy percent of the people believe it was a terrorist’s bomb.”",faulty generalization,"The government is convinced that it was a bomb that brought down the aircraft.[SEP]“Our countrymen believe it was a bomb,” said the president.[SEP]“A survey done a few days after the crash indicates that almost seventy percent of the people believe it was a terrorist’s bomb.”"
"Oh, please. What would you know about labor laws? You don't even have a job.",ad hominem,"Oh, please. What would you know about labor laws?[SEP]You don't even have a job."
"The majority of students are in favor of changing the colors of the graduation gowns to a single color to not exclude those that are non-binary, but a few people complained it wasn't ""tradition"" , so let's meet in the middle and just allow students to not attend graduation if they don't want to wear the traditional black and gold.",fallacy of relevance,"The majority of students are in favor of changing the colors of the graduation gowns to a single color to not exclude those that are non-binary,[SEP]but a few people complained it wasn't ""tradition"" ,[SEP]so let's meet in the middle and just allow students to not attend graduation if they don't want to wear the traditional black and gold."
"“Grading this exam on a curve would be the most fair thing to do. After all, classes go more smoothly when the students and the professor are getting along well.”",fallacy of relevance,"“Grading this exam on a curve would be the most fair thing to do.[SEP]After all, classes go more smoothly when the students and the professor are getting along well.”"
Your mom thinks you spend too much time playing video games. You bring up that she spends too much time shopping.,fallacy of relevance,Your mom thinks you spend too much time playing video games.[SEP]You bring up that she spends too much time shopping.
"“Either you love me, or you hate me.”",false dilemma,"“Either you love me, or you hate me.”"
"Siblings Dan and Joe had a serious argument, and Dan told Joe that he hated him and wished that he would get hit by a car. Two days later, Dan was told that Joe had been struck by a car. Dan blamed himself and thought that if he hadn’t made the comment during their fight, Joe would not have been hit.",false causality,"Siblings Dan and Joe had a serious argument, and Dan told Joe that he hated him and wished that he would get hit by a car.[SEP]Two days later, Dan was told that Joe had been struck by a car.[SEP]Dan blamed himself and thought that if he hadn’t made the comment during their fight, Joe would not have been hit."
Best Buy is the best electronics store because people line up outside of it on Black Friday.,ad populum,Best Buy is the best electronics store because[SEP]people line up outside of it on Black Friday.
"Angus declares that Scotsmen do not put sugar on their porridge, to which Lachlan points out that he is a Scotsman and puts sugar on his porridge. Furious, like a true Scot, Angus yells that no true Scotsman sugars his porridge.",intentional,"Angus declares that Scotsmen do not put sugar on their porridge,[SEP]to which Lachlan points out that he is a Scotsman and puts sugar on his porridge.[SEP]Furious, like a true Scot, Angus yells that no true Scotsman sugars his porridge."
"Reporter: “It’s been two years since your policies were implemented, and so far they have failed to reduce unemployment rates.” Politician: “I have been working hard ever since I came into office, and I’m happy to say that I met with many business leaders throughout the country, who all say that they are glad to see that our hard work is paying off.”",fallacy of relevance,"Reporter: “It’s been two years since your policies were implemented, and so far they have failed to reduce unemployment rates.”[SEP]Politician: “I have been working hard ever since I came into office, and I’m happy to say that I met with many business leaders throughout the country, who all say that they are glad to see that our hard work is paying off.”"
This has to work so it will work.,circular reasoning,This has to work so it will work.
"In his class president election video, he called his student opponent 'a brown-nosing, suck up who only wanted to get on the teacher's good side,' which got him disqualified",ad hominem,"In his class president election video,[SEP]he called his student opponent 'a brown-nosing, suck up who only wanted to get on the teacher's good side,' which got him disqualified"
