text,label,coarse_label
"""He wouldn't make a good president because he looks like a sad muppet.""",ad hominem,fallacy of relevance
"""I have one Japanese friend and it's true that all of them are numb.""",faulty generalization,fallacies of defective induction
"Lois and Jan did a ""snow dance"" one afternoon, and it snowed that night. They claimed to have brought the snow.",false causality,fallacies of defective induction
"Of course, your minister says he believes in God.  He would be unemployed otherwise.",ad hominem,fallacy of relevance
"Jack is a good athlete. Jack comes from Canada. Therefore, all Canadians are good athletes.""",fallacy of logic,fallacies of defective induction
"Gertrude: I am tired of having to fill out these forms all day. Can't we find a more efficient system?
Cindy-Lou: If you're not happy with the way we do things, we can find someone who is!
",ad hominem,fallacy of relevance
"If someone said, ""all kids love Cinnamon Toast Crunch, but you don't love it so you must not be a real kid,"" what logical fallacy are they using?",intentional,fallacy of relevance
We should move to the midwest because the Wall Street Journal says the cost of living is cheaper there.,fallacy of credibility,fallacies of defective induction
Either we go to war or we appear weak.,false dilemma,fallacies of defective induction
"""If we ban Hummers because they are bad for the environment, then eventually the government will ban all cars; therefore, we should not ban Hummers.""",faulty generalization,fallacies of defective induction
"Lisa is trying to raise money for her university's library. In her address to the board of trustees, she says, ""We must raise tuition to cover the cost of new books. Otherwise, the school library will close!""
Of what fallacy is this an example?",false dilemma,fallacies of defective induction
"“President Jones raised taxes, and then the rate of violent crime went up. Jones is responsible for the rise in crime.”",false causality,fallacies of defective induction
"""How am I to get in?"" asked Alice again, in a louder tone.
""Are you to get in at all?"" said the Footman, ""That's the first question, you know.""",intentional,fallacy of relevance
"Senator Jill: ""We'll have to cut education funding this year.""
Senator Bill: ""Why?""
Senator Jill: ""Well, either we cut the social programs or we live with a huge deficit and we can't live with the deficit.""",false dilemma,fallacies of defective induction
"Television Advertisement: Rush to shop at Super-Mart this weekend, everyone is doing it!",ad populum,fallacy of relevance
Appealing to popularity or the fact that many people do something as an attempted form of validation.,ad populum,fallacy of relevance
"One day, Megan wore a Donald Duck t-shirt, and she got an ¨A¨ on her Chemistry test. Now she wears a Donald Duck t-shirt every day to Chemistry class. 
Of what fallacy is this an example?",false causality,fallacies of defective induction
"Parent: You need to clean out your backpack.
Child: You know I have ADD! Why can’t you just accept me as I am?",fallacy of extension,fallacy of relevance
All hunting is inhumane and should be outlawed.,circular reasoning,fallacies of presumption
"Jeff is preparing to create a commercial for a new energy drink. He visits a local high school and surveys students in an English class about their beverage preferences. The majority of the class says they prefer grape flavored drinks, so Jeff tells his superiors that grape is the flavor favored most by high school students.

What error in reasoning has Jeff made?",faulty generalization,fallacies of defective induction
"There were wonderful psychologists who passed away several decades ago. If they could be effective in what they did without reading any of the studies or other articles that have been published in the last several decades, there's no need for me to read any of those works in order to be effective.",fallacy of logic,fallacies of defective induction
