text,label,label_updated
"Speaker 1: I think we should have single payer, universal, health care.
 Speaker 2: Communist countries tried that. We don't want America to be a communist country. We shouldn't have single payer health care.",fallacy of extension,fallacy of relevance
"Nature gives people diseases and sickness; therefore, it is morally wrong to interfere with nature and treat sick people with medicine.",fallacy of credibility,fallacies of defective induction
There are some dank memes out there that would suggest otherwise,circular reasoning,fallacies of presumption
"""You cannot detain me. I am still grieving my cat's death.""",appeal to emotion,fallacy of relevance
"""I knew him in high school and he almost flunked out. He can't be a good choice for mayor.""",ad hominem,fallacy of relevance
"""Some tall people recently vandalized the park, tall people are irresponsible.""",faulty generalization,fallacies of defective induction
"Your mom gets your phone bill, and you have gone over the limit. You begin talking to her about how hard your math class is and how well you did on a test today.",fallacy of red herring,fallacy of relevance
"That misogyny is a big problem, doesn't mean it compose the vast majority of sexism, and that misandry isn't equally big.",circular reasoning,fallacies of presumption
"Don't let your cousin borrow $10.00. Next, he's going to be borrowing money from you every day.",faulty generalization,fallacies of defective induction
"Natural=/= right or wrong
 Rape is natural but wrong
 Adopting a child is unnatural but right",fallacy of red herring,fallacy of relevance
You might just be racist,prejudicial language,fallacy of relevance
Caroline says that she is going to have lunch with the new girl. Jenna says that she can't believe that Caroline is ditching her old friends for the new girl.,fallacy of extension,fallacy of relevance
"I heard that the Catholic Church was involved in a sex scandal cover-up. Therefore, my 102-year-old Catholic neighbor, who frequently attends Church, is guilty as well!",faulty generalization,fallacies of defective induction
Saying that men don't ever ask for directions,faulty generalization,fallacies of defective induction
"According to the dictionary, gender is synonymous with sex. Sex is not a social construct.",circular reasoning,fallacies of presumption
"THE VIDEO IS NOT WORTH WATCHING
 2 minutes saying ""god is real because evolution is not #intelligent design""
 and comments are deaktivated",ad hominem,fallacy of relevance
"Ed is the *default* text editor, making this argument pointless. /s",fallacy of red herring,fallacy of relevance
Bush is the grand-son of Aleister Crowley,fallacy of red herring,fallacy of relevance
Of course Marx' theories about the ideal society are bunk. The guy spent all his time in the library.,ad hominem,fallacy of relevance
Discoveries from Archimedes should be dismissed because he made them in a bathtub and not a proper university laboratory.,ad hominem,fallacy of relevance
"But professor, I got all these facts from a program I saw on TV once... I don't remember the name of it though.",equivocation,fallacy of ambiguity
Arguing based on whether something is popular,ad populum,fallacy of relevance
"Morris: Oh youthful spirit, you have so much to learn. I know for a fact that there are multiple dimensions that beings occupy.
 Clifton: How can you possibly *know* that for a fact?
 Morris: (raises one eyebrow, stares deeply into the eyes of Clifton and says nothing)
 Clifton: Wow. You convinced me!",fallacy of red herring,fallacy of relevance
